"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000002919",418.255597297663,0.188625878380022,0.165853481849733,1.13730430182299,0.255411097041808,0.597186111096723
"ENSG00000002933",42.2454354315408,-0.239957441481952,0.464320953128044,-0.516792188389094,0.605301233673232,0.851269271874159
"ENSG00000003056",3165.25462018245,0.0382435042741608,0.0664890252834406,0.575185214569322,0.565166041215218,0.830563723929503
"ENSG00000003096",3156.04220442401,0.422807528509025,0.0793373352602546,5.32923783136989,9.86257754236418e-08,8.84322824505799e-06
"ENSG00000003137",48.5738467244725,1.07838216246069,0.51687153121541,2.08636401375194,0.0369456621415227,0.214672966854461
"ENSG00000003147",80.8389399636292,-0.436503496558881,0.303424472248748,-1.43859028022313,0.15026664185133,0.467594809370562
"ENSG00000003249",562.669625001458,0.352790790992266,0.116019285239218,3.04079438400999,0.00235954904373923,0.0341383162602143
"ENSG00000003393",1280.32220679329,-0.0224214574598807,0.111632686069135,-0.200850290800983,0.840815637732092,0.946516587647698
"ENSG00000003400",85.2966503714138,0.360584947624906,0.325801910632603,1.10676130451404,0.268397142369401,0.60903191695512
"ENSG00000003402",2642.4438781505,-0.0594450003075904,0.0798851481525496,-0.744130813828792,0.45679733916441,0.763512998190697
"ENSG00000003436",433.466651149691,-0.0829818942931754,0.173607859796505,-0.477984662620937,0.632661121405813,0.863549166113152
"ENSG00000003509",583.943642669381,-0.0136085845110841,0.11709481567923,-0.116218505765136,0.907479370654194,0.971162619893219
"ENSG00000003756",2687.52572871459,0.090453938518827,0.112316170238608,0.805350986653694,0.420617166994686,0.739880145711225
"ENSG00000003989",254.769591764642,0.0135985906314726,0.19676468643394,0.0691109308175484,0.944901320299808,0.982982985601563
"ENSG00000004059",1863.2529643502,0.0315906405162002,0.0790059296820175,0.399851512960432,0.689265886712711,0.888446207898614
"ENSG00000004139",1210.5284146262,0.188599712514722,0.12477560874098,1.51151105907432,0.130658293117801,0.439147195290386
"ENSG00000004142",3057.49622500048,0.274013753050477,0.0694098452413587,3.94776493302426,7.88842015285749e-05,0.00228747400560201
"ENSG00000004399",3037.26344278877,0.233577869653683,0.081402113030899,2.86943251172142,0.00411209075737943,0.050580943079715
"ENSG00000004455",4474.10546936514,0.077080210238409,0.0749600166818846,1.0282843261031,0.303816101771621,0.643566781393285
"ENSG00000004478",3171.46273863185,0.129520253307812,0.0832376263446926,1.55603011517243,0.119700931391243,0.420027737746222
"ENSG00000004487",4153.14646107623,0.0775562663458859,0.0576708020699337,1.34480991354756,0.178686628006812,0.505127264868527
"ENSG00000004534",2016.12966132225,-0.144312571137502,0.0904553814466517,-1.5954006144191,0.110622678716102,0.403337744307587
"ENSG00000004660",350.004258879164,-0.185434688751405,0.167629367483006,-1.10621838843485,0.268632005640009,0.60937034245227
"ENSG00000004700",2275.58868751149,0.0389174007627824,0.0735637593020542,0.529029526658457,0.596784967321605,0.846935247314663
"ENSG00000004766",791.679219839068,0.0878027146619916,0.140995700082387,0.622733279175793,0.533459809733796,0.809454881636818
"ENSG00000004776",35.9157527091935,0.430044849906122,0.503027643610335,0.854912956313095,0.392599337362019,0.718605475276249
"ENSG00000004777",349.689784081658,-0.376520411637347,0.267254267777976,-1.40884714308901,0.158880371795509,0.47906650159314
"ENSG00000004779",2023.62844397095,0.210365561547832,0.063056366436641,3.33615102543542,0.00084947003147585,0.0159374518467599
"ENSG00000004799",496.401978951984,-0.470868978354488,0.131444885419018,-3.58225408963962,0.000340642224462027,0.0076864451609155
"ENSG00000004838",62.8912779963677,-0.189579280781505,0.413284960745652,-0.458713233695861,0.646440109516299,0.869379882809029
"ENSG00000004846",11.6006621652005,-0.659233791213182,0.883638913683186,-0.746044318561484,0.455640643542837,NA
"ENSG00000004848",37.4871770641862,0.261769115219593,0.580015066838116,0.451314336792312,0.651763013352161,0.872083341836065
"ENSG00000004864",1616.40693348538,0.01270971760572,0.0842535414916832,0.150850841171758,0.880093379662745,0.960485757917647
"ENSG00000004866",515.661443844696,0.227115453581744,0.122594150736281,1.85257985163014,0.0639426025544754,0.294416800748292
"ENSG00000004897",3349.05945279924,0.0799296803038838,0.0652423778241739,1.22511905558212,0.220530366464691,0.560746640969926
"ENSG00000004939",18.541032212023,-0.302469062679995,0.650400751241208,-0.465050297224859,0.641895438034407,NA
"ENSG00000004961",1565.83337257137,0.145433388022723,0.0747616095373642,1.94529503742209,0.0517394790647616,0.261870919984019
"ENSG00000004975",1307.31685650835,0.0449608976348624,0.0887262457702332,0.506737293396746,0.612339159802987,0.854028899811185
"ENSG00000005007",3679.20032828416,-0.0701208698747145,0.0662354073481144,-1.05866141210817,0.289754007580833,0.631647052034417
"ENSG00000005020",277.833569734575,-0.211028416459288,0.200334001532585,-1.05338292474013,0.292165526833827,0.633172432202913
"ENSG00000005022",10174.279768914,0.145808230817385,0.0464365802022829,3.13994334169803,0.00168980512830417,0.026111512577843
"ENSG00000005059",1031.24361308041,0.391424157639557,0.190216171635591,2.05778590891542,0.0396106893105955,0.224564927044137
"ENSG00000005075",1023.0029670114,0.0923452129802575,0.114480903862638,0.806642941001406,0.419872226442652,0.739619823469937
